product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color
BlackWidow V3 (Purple),Keyboards,139.99,480,462.0,Razer,8.75 out of 10,378,7.11.2021,black
"AirPods Pro (2nd generation) (Wireless, Purple)",Headphones,249.0,121,115.0,Apple,9.3 out of 10,89,4.24.2022,purple
Lynx (Gray),Gaming Consoles,79.99,249,257.0,Atari,7.5 out of 10,203,11.12.2023,gray
"NanoCell 90 (50"", Gray frame)",TVs,699.0,0,842.0,LG,8.7 out of 10,668,6.16.2025,gray
UNO Card Game (White),Toys,9.99,352,616.0,Mattel,8.75 out of 10,488,10.31.2025,white
Draycoll Recliner (White),Furniture,450.0,0,712.0,Ashley Furniture,8.35 out of 10,560,12.11.2023,white
M330 Silent Plus (Black),Mice,25.99,0,59.0,Logitech,8.75 out of 10,48,11.22.2022,black
"iPhone 12 (512GB, White)",Smartphones,749.0,0,536.0,Apple,8.3 out of 10,408,6.7.2024,white
HR3752 Blender (Black),Kitchen,150.0,0,80.0,Philips,8.7 out of 10,56,6.22.2023,black
"Mi 11 (1TB, Orange)",Smartphones,899.0,0,695.0,Xiaomi,8.5 out of 10,557,3.5.2020,orange
BlackWidow V3 (Red),Keyboards,139.99,out of stock,859.0,Razer,8.75 out of 10,701,5.2.2021,red
Galaxy Fit (Blue),Watches,99.99,484,101.0,Samsung,8.5 out of 10,78,9.4.2022,blue
"501 Shorts (Green, XXL)",Clothing,49.99,0,629.0,Levi's,8.75 out of 10,500,9.25.2025,green
Ideas Tree House (21318) (Orange),Toys,249.99,0,608.0,LEGO,9.5 out of 10,487,1.4.2022,orange
Caper Chair (Black),Furniture,345.0,480,150.0,Herman Miller,8.75 out of 10,111,2.2.2020,black
Cynosa Chroma (Gray),Keyboards,59.99,458,999.0,Razer,8.25 out of 10,778,12.22.2024,gray
"Galaxy S20 (256GB, Black)",Smartphones,699.0,455,324.0,Samsung,8.75 out of 10,264,11.3.2021,black
Vivoactive 4 (Orange),Watches,250.0,342,882.0,Garmin,,696,9.11.2021,orange
"Pavilion 14 (256GB, White)",Laptops,650.0,0,711.0,HP,8.3 out of 10,570,9.9.2025,white
"ZenBook 14 UX425 (128GB, Purple)",Laptops,800.0,312,181.0,Asus,8.75 out of 10,151,8.30.2025,purple
Smart Oven Air (White),Kitchen,399.95,0,48.0,Breville,8.75 out of 10,39,9.5.2022,white
Viva (Black),Kitchen,119.99,52,477.0,Instant Pot,8.75 out of 10,386,2.27.2020,black
"iPhone 6S (256GB, Orange)",Smartphones,299.0,450,812.0,Apple,7.5 out of 10,643,6.13.2025,orange
Watch Series 8 (Red),Watches,399.0,2,966.0,Apple,9.2 out of 10,758,9.24.2023,red
"12 (1TB, Blue)",Smartphones,90.0,373,715.0,Xiaomi,8.25 out of 10,559,6.8.2022,blue
"Pro Tights (Gray, M)",Clothing,50.0,278,435.0,Nike,8.75 out of 10,345,12.1.2025,gray
"Bravia A8H (75"", Yellow frame)",TVs,3299.0,0,820.0,Sony,8.75 out of 10,674,1.16.2021,yellow
"WH-XB900N (Wired, White)",Headphones,99.99,0,80.0,Sony,8.5 out of 10,66,4.11.2021,red
"Crewneck Sweatshirt (Blue, XS)",Clothing,19.99,114,438.0,H&M,7.5 out of 10,364,12.18.2022,blue
Hemnes TV Bench (Black),Furniture,179.0,0,814.0,IKEA,8.4 out of 10,658,3.10.2020,black
Pro 10-in-1 (Gray),Kitchen,129.99,448,934.0,Instant Pot,9.2 out of 10,748,11.2.2022,gray
Huntsman V2 Analog (Purple),Keyboards,249.99,464,233.0,Razer,8.75 out of 10,181,10.17.2024,purple
Ultra 10-in-1 (White),Kitchen,129.99,92,37.0,Instant Pot,8.85 out of 10,30,10.2.2023,white
"65S535 (65"", Brown frame)",TVs,799.0,315,328.0,TCL,8.65 out of 10,275,3.25.2022,brown
"Galaxy S8 (64GB, Gray)",Smartphones,200.0,0,803.0,Samsung,8 out of 10,640,5.21.2024,gray
Watch Series 2 (Blue),Watches,299.0,138,781.0,Apple,8.5 out of 10,633,6.24.2022,blue
Nomad (Purple),Gaming Consoles,150.0,344,11.0,Sega,7.5 out of 10,10,5.13.2024,purple
"iPad Air (2022) (64GB, Green)",Tablets,599.0,out of stock,845.0,Apple,9.3 out of 10,653,3.30.2024,green
G Pro Mechanical (White),Keyboards,129.99,392,18.0,Logitech,8.75 out of 10,12,1.19.2021,white
"12 (1TB, Purple)",Smartphones,120.0,398,963.0,Xiaomi,8.5 out of 10,763,8.20.2023,purple
Viper Mini (Brown),Mice,39.99,477,470.0,Razer,9 out of 10,368,8.29.2022,brown
M330 Silent Plus (Red),Mice,30.0,51,404.0,Logitech,8.75 out of 10,308,5.26.2022,red
Inspire 2 (Blue),Watches,199.95,306,255.0,Fitbit,8.5 out of 10,206,8.1.2022,blue
"Bravia X900H (65"", Blue frame)",TVs,1000.0,299,96.0,Sony,9 out of 10,75,11.9.2023,blue
"MacBook Pro 13 (2022) (1TB, Orange)",Laptops,1699.0,35,694.0,Apple,9.25 out of 10,564,12.6.2021,orange
"ZoomX Vaporfly Next% (Black, EU 46)",Shoes,250.0,0,286.0,Nike,9.2 out of 10,233,8.5.2023,black
Little People Caring for Animals Farm (Purple),Toys,39.99,66,658.0,Fisher-Price,8.75 out of 10,517,5.24.2022,purple
"P20 Pro (1TB, Black)",Smartphones,1200.0,137,299.0,Huawei,8.35 out of 10,245,10.5.2021,black
"Classic Leather (Blue, EU 46)",Shoes,90.0,0,622.0,Reebok,8.5 out of 10,499,3.1.2024,blue
"70PUS6724 (75"", Purple frame)",TVs,1200.0,344,810.0,Philips,7.8 out of 10,648,7.31.2025,purple
"Basic Hoodie (White, XS)",Clothing,25.0,236,297.0,H&M,8.5 out of 10,237,6.29.2024,white
"AirPods Pro (1st generation) (Wireless, Brown)",Headphones,249.0,67,925.0,Apple,9.2 out of 10,739,1.7.2024,brown
"Tab P11 (64GB, Black)",Tablets,249.99,0,668.0,Lenovo,8.25 out of 10,525,2.13.2022,black
"Sportswear Club Fleece Joggers (Gray, XS)",Clothing,55.0,246,642.0,Nike,8.75 out of 10,520,9.4.2025,gray
"iPhone 14 (1TB, Orange)",Smartphones,1499.0,210,780.0,Apple,9 out of 10,636,8.29.2021,orange
"Faux Leather Biker Jacket (Orange, XL)",Clothing,49.99,0,656.0,H&M,8.25 out of 10,536,8.21.2024,orange
"Surface Go (256GB, White)",Tablets,549.99,396,26.0,Microsoft,7.8 out of 10,23,2.1.2024,white
Wireless Mobile Mouse 4000 (Red),Mice,29.95,45,839.0,Microsoft,8.5 out of 10,668,5.9.2023,red
"Legion 7 (64GB, Red)",Laptops,3799.0,189,730.0,Lenovo,8.75 out of 10,585,5.18.2024,red
Precision Mouse (Brown),Mice,49.99,164,581.0,Microsoft,8.75 out of 10,469,4.1.2025,brown
"iPhone 14 (64GB, Orange)",Smartphones,699.0,0,315.0,Apple,8.9 out of 10,251,1.4.2020,orange
"Superstar (White, EU 46)",Shoes,100.0,180,709.0,Adidas,8.95 out of 10,566,8.23.2025,white
"CX 400BT (Wireless, Red)",Headphones,129.95,266,865.0,Sennheiser,9 out of 10,695,1.29.2020,red
Huntsman Tournament Edition (Orange),Keyboards,129.99,91,4.0,Razer,8.75 out of 10,3,11.18.2025,orange
Watch SE (Orange),Watches,279.0,0,483.0,Apple,8.75 out of 10,384,8.2.2022,orange
MX Master (Brown),Mice,99.99,191,698.0,Logitech,9.2 out of 10,552,10.9.2022,brown
Operation (Red),Toys,20.0,0,172.0,Hasbro,8.5 out of 10,135,11.27.2024,red
"327 (Brown, EU 38)",Shoes,140.0,0,803.0,New Balance,8.75 out of 10,640,7.21.2025,brown
Forerunner 945 (Brown),Watches,599.99,0,161.0,Garmin,9.2 out of 10,127,6.8.2024,brown
2600 (Black),Gaming Consoles,49.99,153,276.0,Atari,7.5 out of 10,214,3.26.2022,black
"Stan Smith (White, EU 40)",Shoes,95.0,0,111.0,Adidas,8.5 out of 10,91,6.1.2025,white
Infant to Toddler Rocker (Red),Toys,49.99,81,911.0,Fisher-Price,8.75 out of 10,729,5.8.2022,red
Magic Trackpad (Black),Mice,149.0,0,281.0,Apple,8.6 out of 10,218,10.21.2025,black
Modern Keyboard with Fingerprint ID (Gray),Keyboards,129.99,451,830.0,Microsoft,8.5 out of 10,659,1.30.2024,gray
"75PML9506 (75"", Brown frame)",TVs,1799.0,453,226.0,Philips,8.75 out of 10,161,12.24.2024,brown
7800 (White),Gaming Consoles,49.99,0,515.0,Atari,7.5 out of 10,428,2.20.2024,white
Star Wars Millennium Falcon (75192) (Brown),Toys,849.99,174,357.0,LEGO,9.5 out of 10,279,3.31.2023,brown
"UA Rush T-Shirt (Purple, XXL)",Clothing,40.0,500,855.0,Under Armour,8.5 out of 10,667,8.29.2025,purple
"Bravia A80J (43"", Black frame)",TVs,1299.99,426,93.0,Sony,8.75 out of 10,72,2.3.2023,black
Rival 3 (Black),Mice,29.99,431,73.0,SteelSeries,8.75 out of 10,54,11.30.2022,black
"3-Stripes Track Jacket (Green, XXL)",Clothing,75.0,80,636.0,Adidas,8.5 out of 10,513,5.26.2023,green
"Inspiron 14 5000 (256GB, Blue)",Laptops,650.0,215,761.0,Dell,8.5 out of 10,613,7.27.2024,blue
Setu Chair (Orange),Furniture,795.0,457,674.0,Herman Miller,9.3 out of 10,551,12.9.2021,orange
Magic Mouse 2 (Blue),Mice,79.0,0,709.0,Apple,8.75 out of 10,561,6.6.2024,blue
"Galaxy Tab S5e (1TB, Black)",Tablets,800.0,0,0.0,Samsung,8.5 out of 10,0,8.24.2021,black
"SoundSport Wireless (Wired, Yellow)",Headphones,99.95,150,154.0,Bose,8.75 out of 10,125,1.8.2025,red
Monopoly Board Game (White),Toys,19.99,0,215.0,Hasbro,8.5 out of 10,177,2.23.2021,white
"NanoCell 90 (75"", Orange frame)",TVs,2000.0,167,345.0,LG,8.5 out of 10,276,11.16.2024,orange
Spiralizer Attachment (Blue),Kitchen,99.99,143,739.0,KitchenAid,9.25 out of 10,578,12.21.2024,blue
"5T (1TB, Blue)",Smartphones,499.0,405,136.0,OnePlus,8.75 out of 10,100,4.23.2025,blue
"CrossFit Nano 9 (White, EU 39)",Shoes,130.0,227,191.0,Reebok,8.75 out of 10,159,6.19.2022,white
2-Slice Toaster (Orange),Kitchen,49.99,272,166.0,KitchenAid,8.75 out of 10,129,11.19.2022,orange
"Club C 85 (Green, EU 44)",Shoes,75.0,0,352.0,Reebok,8.5 out of 10,276,10.26.2022,green
"Surface Pro X (256GB, Orange)",Tablets,1199.0,92,989.0,Microsoft,8.5 out of 10,775,1.14.2024,orange
"iPhone XR (64GB, Green)",Smartphones,499.0,328,460.0,Apple,8.75 out of 10,358,12.24.2024,green
"Elite 85t (Wired, Purple)",Headphones,180.0,346,322.0,Jabra,8.7 out of 10,257,12.5.2023,red
"HD 560S (Wireless, White)",Headphones,199.0,15,848.0,Sennheiser,9.12 out of 10,688,12.22.2020,white
"The Frame LS03T (75"", Purple frame)",TVs,2999.0,0,934.0,Samsung,8.5 out of 10,764,12.15.2023,purple
GameCube (Brown),Gaming Consoles,300.0,0,330.0,Nintendo,,261,11.13.2020,brown
Avance Collection Indoor Grill (Black),Kitchen,250.0,53,259.0,Philips,8.75 out of 10,211,11.26.2025,black
"996 (Gray, EU 42)",Shoes,150.0,0,416.0,New Balance,8.5 out of 10,322,10.16.2022,gray
XXL Grill (Orange),Kitchen,299.99,0,984.0,Philips,8.75 out of 10,822,4.6.2025,orange
Foodi Digital Air Fry Oven (Purple),Kitchen,299.0,0,248.0,Ninja,9.2 out of 10,194,4.26.2025,purple
"Nova 9 (64GB, Yellow)",Smartphones,350.0,486,959.0,Huawei,7.8 out of 10,754,2.4.2020,yellow
"Galaxy Tab S6 (128GB, Blue)",Tablets,649.99,0,166.0,Samsung,8.75 out of 10,134,3.28.2025,blue
GameCube (Yellow),Gaming Consoles,150.0,353,263.0,Nintendo,8.5 out of 10,211,8.16.2022,yellow
"Trucker Jacket (White, XL)",Clothing,89.99,206,331.0,Levi's,8.75 out of 10,259,5.4.2020,white
Mighty Mouse (White),Mice,49.0,483,900.0,Apple,7.5 out of 10,702,12.2.2022,white
MARQ Athlete (Purple),Watches,1500.0,117,542.0,Garmin,8.5 out of 10,430,2.17.2021,purple
Foodi Grill (White),Kitchen,229.99,465,277.0,Ninja,9.2 out of 10,215,3.29.2023,white
Malm Bed Frame (Blue),Furniture,249.0,178,525.0,IKEA,8.3 out of 10,444,4.8.2022,blue
HD2137 Pressure Cooker (Gray),Kitchen,89.99,0,670.0,Philips,8.75 out of 10,524,5.15.2022,gray
F-91W (Orange),Watches,18.0,335,959.0,Casio,8.5 out of 10,780,4.12.2020,orange
Pro Type Ultra (Purple),Keyboards,159.99,221,800.0,Razer,8.7 out of 10,637,3.23.2020,purple
"Suede Classic (Black, EU 38)",Shoes,65.0,144,443.0,Puma,8.5 out of 10,341,11.26.2024,black
Classic IntelliMouse (White),Mice,25.0,333,312.0,Microsoft,8.5 out of 10,251,3.9.2020,white
Kinetic Sand (Black),Toys,14.99,0,74.0,Spin Master,8.75 out of 10,51,1.4.2024,black
Huntsman Tournament Edition (Green),Keyboards,129.99,0,219.0,Razer,8.75 out of 10,173,2.7.2022,green
MX Master (Red),Mice,99.99,469,577.0,Logitech,9.5 out of 10,458,9.22.2021,red
"AirPods (2nd generation) (Wireless, Brown)",Headphones,129.0,496,347.0,Apple,8.75 out of 10,278,6.13.2024,brown
"Court Victory Skirt (Brown, L)",Clothing,65.0,0,13.0,Nike,8.75 out of 10,12,9.28.2025,brown
Embody Chair (Black),Furniture,1795.0,322,156.0,Herman Miller,9.5 out of 10,123,7.1.2022,black
Pico (Blue),Gaming Consoles,150.0,3,356.0,Sega,7.5 out of 10,276,6.3.2021,blue
"Curry Basketball Jersey (White, XXL)",Clothing,120.0,375,823.0,Under Armour,8.75 out of 10,649,7.13.2025,white
Surface Keyboard (Red),Keyboards,89.99,17,994.0,Microsoft,8.45 out of 10,799,6.2.2021,red
"Stan Smith (Blue, EU 39)",Shoes,100.0,119,85.0,Adidas,8.75 out of 10,68,8.23.2021,blue
Magic Mouse 2 (Green),Mice,79.0,367,653.0,Apple,no value,505,2.16.2021,green
Sensei 310 (Blue),Mice,49.99,228,586.0,SteelSeries,8.75 out of 10,488,2.19.2025,blue
Naga Trinity (Orange),Mice,99.99,460,627.0,Razer,8.75 out of 10,503,5.7.2020,orange
"OLED A1 (75"", Blue frame)",TVs,1799.0,335,849.0,LG,8.75 out of 10,707,7.27.2022,blue
2600 (Blue),Gaming Consoles,50.0,107,123.0,Atari,8.5 out of 10,103,10.26.2024,blue
"IE 80 S (Wireless, Gray)",Headphones,199.95,24,748.0,Sennheiser,8.75 out of 10,592,12.18.2023,gray
"ROG Strix Scar 15 (256GB, Orange)",Laptops,2199.0,169,949.0,Asus,9.2 out of 10,760,2.11.2023,orange
G613 Wireless (Orange),Keyboards,70.0,0,42.0,Logitech,8.75 out of 10,37,7.18.2023,orange
Master System (Green),Gaming Consoles,150.0,103,774.0,Sega,7.5 out of 10,607,5.19.2025,green
Foodi Digital Air Fry Oven (Gray),Kitchen,229.99,310,670.0,Ninja,8.75 out of 10,543,4.18.2025,gray
"Future Rider (Red, EU 40)",Shoes,90.0,262,354.0,Puma,8.5 out of 10,294,9.27.2024,red
"Yeezy 700 (Orange, EU 44)",Shoes,300.0,197,441.0,Adidas,8.5 out of 10,353,9.6.2020,orange
Air Fryer AF101 (Green),Kitchen,99.99,0,139.0,Ninja,8.75 out of 10,103,9.2.2022,green
Baby's First Blocks (Black),Toys,12.99,0,648.0,Fisher-Price,9.3 out of 10,507,12.11.2021,black
Hot Wok Pro (White),Kitchen,129.99,31,245.0,Breville,8.75 out of 10,198,4.25.2022,white
Master System (Blue),Gaming Consoles,120.0,46,529.0,Sega,7.5 out of 10,436,3.12.2020,blue
"4-Series 55S435 (50"", Orange frame)",TVs,320.0,242,320.0,TCL,8.3 out of 10,248,11.6.2023,orange
"EliteBook 840 G6 (128GB, Orange)",Laptops,1200.0,0,12.0,HP,8.5 out of 10,9,2.21.2024,orange
Classic IntelliMouse (Orange),Mice,39.99,240,901.0,Microsoft,8.5 out of 10,753,5.17.2023,orange
Wii (Black),Gaming Consoles,180.0,189,133.0,Nintendo,8.75 out of 10,110,5.9.2020,black
Paw Patrol Mighty Lookout Tower (Gray),Toys,99.99,189,797.0,Spin Master,8.7 out of 10,617,7.30.2021,gray
"QN85A Neo QLED (65"", Green frame)",TVs,1499.0,103,526.0,Samsung,8.75 out of 10,431,8.26.2021,green
"Pro HyperWarm Top (Green, L)",Clothing,60.0,227,272.0,Nike,8.75 out of 10,209,1.16.2021,green
"iPhone X (64GB, Purple)",Smartphones,499.0,0,91.0,Apple,8.5 out of 10,79,5.30.2025,purple
"iPhone XR (64GB, Yellow)",Smartphones,499.0,0,449.0,Apple,8.7 out of 10,358,2.9.2025,yellow
"NMD R1 (Brown, EU 46)",Shoes,130.0,0,87.0,Adidas,8.75 out of 10,67,2.26.2021,brown
"992 (Purple, EU 42)",Shoes,175.0,350,907.0,New Balance,9.2 out of 10,737,4.29.2020,purple
Natural Ergonomic Keyboard 4000 (Brown),Keyboards,50.0,458,674.0,Microsoft,8.5 out of 10,525,10.16.2024,brown
"Bravia X900H (50"", Green frame)",TVs,849.99,200,58.0,Sony,8.75 out of 10,41,1.11.2021,green
Magic Mouse (Late 2022) (Blue),Mice,99.0,54,613.0,Apple,8.5 out of 10,497,1.3.2022,blue
BCI600XL Smart Scoop (Green),Kitchen,299.95,15,520.0,Breville,8.75 out of 10,410,11.18.2021,green
"MatePad Paper (128GB, Green)",Tablets,499.0,92,225.0,Huawei,8.3 out of 10,176,4.19.2025,green
Kinect (Red),Gaming Consoles,149.99,483,733.0,Microsoft,,578,3.29.2023,red
"Bravia X950H (50"", Blue frame)",TVs,999.99,315,353.0,Sony,8.75 out of 10,285,2.16.2021,blue
Master System (Yellow),Gaming Consoles,120.0,0,348.0,Sega,8 out of 10,276,7.22.2025,yellow
"XPS 15 (9500) (128GB, Blue)",Laptops,1200.0,out of stock,109.0,Dell,8.75 out of 10,76,12.1.2022,blue
"Air Force 1 (Yellow, EU 42)",Shoes,120.0,270,414.0,Nike,9.2 out of 10,331,8.2.2021,yellow
"5-Series S546 (43"", Gray frame)",TVs,350.0,266,656.0,TCL,8.4 out of 10,512,4.23.2025,gray
Apex Pro Mini (Orange),Keyboards,179.99,134,729.0,SteelSeries,9.2 out of 10,585,5.29.2021,orange
"Elite 45h (Wireless, Brown)",Headphones,99.99,228,290.0,Jabra,8.6 out of 10,230,3.18.2020,brown
"Fresh Foam 1080 (Purple, EU 39)",Shoes,160.0,0,945.0,New Balance,8.75 out of 10,746,3.8.2024,purple
Pro Line Series Blender (Black),Kitchen,599.99,147,381.0,KitchenAid,9.25 out of 10,300,9.7.2025,black
K65 RGB Mini (Orange),Keyboards,109.99,0,921.0,Corsair,8.75 out of 10,723,6.2.2020,orange
"MatePad Pro 12.6 (128GB, Yellow)",Tablets,779.0,214,454.0,Huawei,8.5 out of 10,361,10.1.2022,yellow
Artisan Stand Mixer (Black),Kitchen,449.99,474,813.0,KitchenAid,,650,11.15.2021,black
Atheris (Brown),Mice,49.99,303,104.0,Razer,8.3 out of 10,79,8.31.2024,brown
BlackWidow Lite (Green),Keyboards,89.99,0,181.0,Razer,8.75 out of 10,148,7.9.2024,green
"Pavilion 14 (1TB, White)",Laptops,750.0,57,17.0,HP,7.5 out of 10,14,1.9.2022,white
Architecture Statue of Liberty (21042) (Brown),Toys,119.99,0,82.0,LEGO,8.75 out of 10,69,9.30.2022,brown
Versa (Red),Watches,199.95,241,689.0,Fitbit,8.75 out of 10,556,5.2.2022,red
Mirra 2 Chair (Green),Furniture,1495.0,0,449.0,Herman Miller,9.25 out of 10,348,4.16.2021,green
"6T (64GB, Blue)",Smartphones,299.0,311,100.0,OnePlus,8.5 out of 10,79,9.26.2025,blue
VCS (2021) (Brown),Gaming Consoles,299.99,0,151.0,Atari,7.5 out of 10,118,4.22.2020,brown
XEGS (Orange),Gaming Consoles,150.0,489,817.0,Atari,7.5 out of 10,652,3.8.2020,orange
HD9650/99 Premium Airfryer (Yellow),Kitchen,299.99,75,274.0,Philips,8.75 out of 10,225,7.23.2024,yellow
"Blazer Mid '77 (Brown, EU 44)",Shoes,110.0,183,201.0,Nike,8.75 out of 10,168,7.3.2020,brown
Max (Red),Kitchen,129.99,0,70.0,Instant Pot,8.75 out of 10,54,12.19.2020,red
Venu (Brown),Watches,349.99,303,502.0,Garmin,8.75 out of 10,409,11.23.2023,brown
Basilisk V3 (Orange),Mice,69.99,0,809.0,Razer,9.2 out of 10,643,10.15.2025,orange
Pro 10-in-1 (Yellow),Kitchen,129.99,96,142.0,Instant Pot,8.75 out of 10,124,12.6.2023,yellow
"Yoga Slim 7 (512GB, Gray)",Laptops,950.0,341,432.0,Lenovo,8.7 out of 10,350,2.17.2024,gray
North Avenue Desk (Purple),Furniture,250.0,0,648.0,Sauder,7.85 out of 10,537,4.24.2025,purple
North Avenue Desk (Yellow),Furniture,179.99,414,658.0,Sauder,7.85 out of 10,522,7.29.2020,yellow
"MediaPad M6 (128GB, Black)",Tablets,350.0,222,509.0,Huawei,8.4 out of 10,405,10.21.2025,black
Smart Oven Air (Blue),Kitchen,399.95,255,36.0,Breville,,32,5.7.2022,blue
"Mate 40 (128GB, Purple)",Smartphones,699.0,0,649.0,Huawei,8.5 out of 10,533,1.9.2025,purple
"MacBook Air M2 (2022) (512GB, Red)",Laptops,1399.0,0,869.0,Apple,9.3 out of 10,690,4.22.2023,red
"iPad (2018) (128GB, Red)",Tablets,349.0,113,946.0,Apple,,762,9.2.2025,red
"MatePad T10s (64GB, Yellow)",Tablets,180.0,0,307.0,Huawei,7.5 out of 10,245,4.21.2024,yellow
"CrossFit Nano 9 (White, EU 46)",Shoes,130.0,289,475.0,Reebok,8.75 out of 10,382,10.9.2025,white
"ThinkPad X12 Detachable (256GB, White)",Tablets,1200.0,432,330.0,Lenovo,8.5 out of 10,262,2.24.2024,white
All-in-One Media Keyboard (Green),Keyboards,39.99,66,750.0,Microsoft,8.5 out of 10,609,12.23.2024,green
PSX (Orange),Gaming Consoles,200.0,169,386.0,Sony,8.5 out of 10,304,9.8.2024,orange
"NanoCell 90 (50"", Red frame)",TVs,900.0,410,189.0,LG,8.5 out of 10,150,12.1.2020,red
Rival 600 (Orange),Mice,79.99,283,447.0,SteelSeries,9.2 out of 10,359,8.11.2024,orange
"Sportswear Tech Fleece Pants (Purple, S)",Clothing,110.0,397,993.0,Nike,8.75 out of 10,807,1.10.2022,purple
"Galaxy S20 (128GB, White)",Smartphones,699.0,460,943.0,Samsung,no value,776,3.19.2024,white
"IdeaPad Flex 5 (1TB, Purple)",Laptops,750.0,423,281.0,Lenovo,8.5 out of 10,221,1.6.2024,purple
Jaguar (Purple),Gaming Consoles,45.0,242,338.0,Atari,7.5 out of 10,253,11.28.2023,purple
"Instapump Fury (Red, EU 40)",Shoes,180.0,0,967.0,Reebok,8.5 out of 10,778,7.4.2023,red
Huntsman Tournament Edition (Green),Keyboards,129.99,0,219.0,Razer,8.75 out of 10,182,2.7.2022,green
"WH-1000XM3 (Wireless, Purple)",Headphones,280.0,426,998.0,Sony,9.2 out of 10,778,11.11.2020,purple
Game Gear (Gray),Gaming Consoles,100.0,82,727.0,Sega,8.5 out of 10,578,10.26.2022,gray
"5-Series S546 (65"", Purple frame)",TVs,700.0,397,286.0,TCL,8.5 out of 10,227,7.19.2020,purple
Harry Potter Hogwarts Castle (71043) (Green),Toys,470.0,259,561.0,LEGO,9.5 out of 10,443,9.5.2021,green
PS TV (Gray),Gaming Consoles,100.0,432,625.0,Sony,7.5 out of 10,487,1.29.2020,gray
"Linen Blend Shirt (White, L)",Clothing,29.99,49,994.0,H&M,8.2 out of 10,774,3.25.2024,white
VCS (2021) (Orange),Gaming Consoles,299.99,463,558.0,Atari,7.5 out of 10,449,4.16.2023,orange
Pro 10-in-1 (Purple),Kitchen,129.99,328,291.0,Instant Pot,9.15 out of 10,239,3.20.2024,purple
"9 (256GB, Purple)",Smartphones,799.0,409,115.0,OnePlus,8.5 out of 10,98,10.12.2022,purple
Chaliene Sofa (Blue),Furniture,499.0,14,995.0,Ashley Furniture,8.5 out of 10,795,11.25.2025,blue
"Urbanite XL (Wired, Gray)",Headphones,129.0,0,110.0,Sennheiser,8.6 out of 10,80,10.11.2025,red
"MatePad T10 (512GB, Yellow)",Tablets,200.0,220,426.0,Huawei,7.5 out of 10,349,2.11.2022,yellow
"Floatride Run (Red, EU 40)",Shoes,120.0,313,707.0,Reebok,8.5 out of 10,573,10.14.2020,red
Duo 7-in-1 (Red),Kitchen,89.99,500,804.0,Instant Pot,9.3 out of 10,661,1.22.2022,red
Xbox One S (Orange),Gaming Consoles,299.0,480,867.0,Microsoft,8.75 out of 10,693,6.20.2022,orange
Ultra 10-in-1 (Green),Kitchen,129.99,227,677.0,Instant Pot,8.75 out of 10,529,11.21.2023,green
Brilliant Basics Corn Popper (Yellow),Toys,12.99,229,826.0,Fisher-Price,8.5 out of 10,644,5.17.2024,yellow
BCI600XL Smart Scoop (Blue),Kitchen,250.0,399,423.0,Breville,8.75 out of 10,342,4.21.2021,blue
"RS-X3 (Green, EU 40)",Shoes,110.0,0,262.0,Puma,8.2 out of 10,224,1.23.2021,green
"Bravia A90J (65"", Red frame)",TVs,2999.0,0,446.0,Sony,9.2 out of 10,349,9.1.2021,red
NES (Red),Gaming Consoles,150.0,0,868.0,Nintendo,8.5 out of 10,700,12.10.2024,red
"505 Regular Jeans (Gray, XS)",Clothing,69.5,0,242.0,Levi's,8.65 out of 10,182,5.14.2020,gray
Mirra 2 Chair (Purple),Furniture,1495.0,334,782.0,Herman Miller,9.2 out of 10,631,4.20.2023,purple
Galaxy Watch 4 (Purple),Watches,199.0,433,856.0,Samsung,8.5 out of 10,692,4.14.2023,purple
"75R635 (50"", White frame)",TVs,599.0,0,234.0,TCL,8.6 out of 10,185,7.2.2021,white
"MDR-1AM2 (Wireless, Yellow)",Headphones,249.99,290,678.0,Sony,8.75 out of 10,542,11.18.2025,yellow
Bjursta Extendable Table (Orange),Furniture,249.0,0,176.0,IKEA,8.25 out of 10,142,8.2.2025,orange
Galaxy Watch Active (Brown),Watches,249.99,0,961.0,Samsung,8.5 out of 10,764,4.4.2023,brown
Wireless Mouse 900 (Gray),Mice,29.99,324,439.0,Microsoft,8.5 out of 10,359,11.28.2021,gray
"Chromebook Flip C434 (1TB, Blue)",Laptops,650.0,136,860.0,Asus,8.5 out of 10,686,10.29.2023,blue
Saturn (Orange),Gaming Consoles,150.0,0,285.0,Sega,8.5 out of 10,231,11.13.2020,orange
"The Frame LS03T (50"", Black frame)",TVs,1099.99,405,29.0,Samsung,8.75 out of 10,25,7.17.2021,black
"Yeezy Boost 350 V2 (Black, EU 38)",Shoes,230.0,226,712.0,Adidas,8.75 out of 10,554,1.26.2022,black
"Bravia X95J (50"", Orange frame)",TVs,1399.0,30,183.0,Sony,8.7 out of 10,145,8.2.2025,orange
"SoundLink Around-Ear II (Wireless, Orange)",Headphones,229.0,131,790.0,Bose,8.75 out of 10,621,1.12.2022,orange
"Future Rider (Blue, EU 42)",Shoes,90.0,395,738.0,Puma,8.5 out of 10,598,3.4.2022,blue
"iPhone 6 (1TB, Gray)",Smartphones,499.0,0,905.0,Apple,8 out of 10,741,11.9.2024,gray
"SoundTrue Ultra (Wired, Orange)",Headphones,129.95,0,748.0,Bose,8.75 out of 10,606,4.6.2020,red
Baby Learning Table (Black),Toys,40.0,295,167.0,Fisher-Price,9.2 out of 10,135,11.2.2020,black
